reference_response_baseline_id,rc_id,question_baseline_id,question_id,response_kind,submitted_code,expected_evaluation_status,expected_class,expected_determining_rule,expected_pattern_id,expected_criterion,expected_improvement_code,required_explanation_elements,source_ref,legacy_rc_id,legacy_case_id,provenance_status
RCBASE-0.3,RC-L-005-04-C01,QUESTIONBASE-0.1,Q-005-04,code,E78.2,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,QSAUDIT-0.1 §4.5,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-005-04-C02,QUESTIONBASE-0.1,Q-005-04,code,E78.5,classified,suboptimal,RULE-REL-SPEC-01,,supported_specificity_not_used,E78.2,submitted_code|improvement_code|supported_detail,QSAUDIT-0.1 §4.5,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-005-04-C03,QUESTIONBASE-0.1,Q-005-04,code,E78.0,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.5,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-005-04-C04,QUESTIONBASE-0.1,Q-005-04,code,E78.1,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.5,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-005-04-NOA,QUESTIONBASE-0.1,Q-005-04,none_of_above,,classified,incorrect,RULE-NOA-01,,displayed_accepted_response_exists,,displayed_accepted_response_exists|reference_code,QSAUDIT-0.1 §4.5; RULEBASE-0.2 §5.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-005-05-C01,QUESTIONBASE-0.1,Q-005-05,code,I10,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,QSAUDIT-0.1 §4.5,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-005-05-C02,QUESTIONBASE-0.1,Q-005-05,code,I11.9,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.5,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-005-05-C03,QUESTIONBASE-0.1,Q-005-05,code,I15.9,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.5,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-005-05-C04,QUESTIONBASE-0.1,Q-005-05,code,I95.9,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.5,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-005-05-NOA,QUESTIONBASE-0.1,Q-005-05,none_of_above,,classified,correct,RULE-NOA-01,,no_displayed_accepted_response,,displayed_accepted_response_exists|reference_code,QSAUDIT-0.1 §4.5; RULEBASE-0.2 §5.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-01-C01,QUESTIONBASE-0.1,Q-006-01,code,I25.1,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-01-C02,QUESTIONBASE-0.1,Q-006-01,code,I25.9,classified,suboptimal,RULE-REL-SPEC-01,,supported_specificity_not_used,I25.1,submitted_code|improvement_code|supported_detail,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-01-C03,QUESTIONBASE-0.1,Q-006-01,code,I25.2,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-01-C04,QUESTIONBASE-0.1,Q-006-01,code,I25.5,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-01-NOA,QUESTIONBASE-0.1,Q-006-01,none_of_above,,classified,incorrect,RULE-NOA-01,,displayed_accepted_response_exists,,displayed_accepted_response_exists|reference_code,QSAUDIT-0.1 §4.6; RULEBASE-0.2 §5.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-02-C01,QUESTIONBASE-0.1,Q-006-02,code,I69.3,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-02-C02,QUESTIONBASE-0.1,Q-006-02,code,I69.4,classified,suboptimal,RULE-REL-SPEC-01,,supported_specificity_not_used,I69.3,submitted_code|improvement_code|supported_detail,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-02-C03,QUESTIONBASE-0.1,Q-006-02,code,I63.9,classified,incorrect,RULE-REL-HARD-01,,temporal_context_conflict,,submitted_code|reason_key|temporal_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-02-C04,QUESTIONBASE-0.1,Q-006-02,code,I69.1,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-02-NOA,QUESTIONBASE-0.1,Q-006-02,none_of_above,,classified,incorrect,RULE-NOA-01,,displayed_accepted_response_exists,,displayed_accepted_response_exists|reference_code,QSAUDIT-0.1 §4.6; RULEBASE-0.2 §5.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-03-C01,QUESTIONBASE-0.1,Q-006-03,code,G40.3,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-03-C02,QUESTIONBASE-0.1,Q-006-03,code,G40.9,classified,suboptimal,RULE-REL-SPEC-01,,supported_specificity_not_used,G40.3,submitted_code|improvement_code|supported_detail,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-03-C03,QUESTIONBASE-0.1,Q-006-03,code,G40.0,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-03-C04,QUESTIONBASE-0.1,Q-006-03,code,G40.4,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-03-NOA,QUESTIONBASE-0.1,Q-006-03,none_of_above,,classified,incorrect,RULE-NOA-01,,displayed_accepted_response_exists,,displayed_accepted_response_exists|reference_code,QSAUDIT-0.1 §4.6; RULEBASE-0.2 §5.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-04-C01,QUESTIONBASE-0.1,Q-006-04,code,F03,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-04-C02,QUESTIONBASE-0.1,Q-006-04,code,F01.9,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-04-C03,QUESTIONBASE-0.1,Q-006-04,code,F05.1,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-04-NOA,QUESTIONBASE-0.1,Q-006-04,none_of_above,,classified,incorrect,RULE-NOA-01,,displayed_accepted_response_exists,,displayed_accepted_response_exists|reference_code,QSAUDIT-0.1 §4.6; RULEBASE-0.2 §5.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-05-C01,QUESTIONBASE-0.1,Q-006-05,code,N40,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-05-C02,QUESTIONBASE-0.1,Q-006-05,code,N41.0,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-05-C03,QUESTIONBASE-0.1,Q-006-05,code,N42.9,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-05-C04,QUESTIONBASE-0.1,Q-006-05,code,C61,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-05-NOA,QUESTIONBASE-0.1,Q-006-05,none_of_above,,classified,incorrect,RULE-NOA-01,,displayed_accepted_response_exists,,displayed_accepted_response_exists|reference_code,QSAUDIT-0.1 §4.6; RULEBASE-0.2 §5.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-06-C01,QUESTIONBASE-0.1,Q-006-06,code,R40.2,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-06-C02,QUESTIONBASE-0.1,Q-006-06,code,R40.1,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-06-C03,QUESTIONBASE-0.1,Q-006-06,code,R55,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-06-C04,QUESTIONBASE-0.1,Q-006-06,code,G40.9,classified,incorrect,RULE-REL-HARD-01,,documented_fact_conflict,,submitted_code|reason_key|conflicting_fact,QSAUDIT-0.1 §4.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-L-006-06-NOA,QUESTIONBASE-0.1,Q-006-06,none_of_above,,classified,incorrect,RULE-NOA-01,,displayed_accepted_response_exists,,displayed_accepted_response_exists|reference_code,QSAUDIT-0.1 §4.6; RULEBASE-0.2 §5.6,,,forward_specification_derived_human_oracle_audit_confirmed_against_qsaudit_0_1
RCBASE-0.3,RC-001-01,QUESTIONBASE-0.1,VQ-001,code,J44.0,classified,incorrect,RULE-DEPTH-01,PAT-DEPTH-01,mandatory_coding_depth_not_met,,submitted_code|required_coding_level,"SRC-AT-DOC-2026:pp.12,26",RC-001-01,CASE-001,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-001-02,QUESTIONBASE-0.1,VQ-001,code,J44.00,classified,incorrect,RULE-EVID-01,PAT-EVID-01,case_evidence_conflict,J44.02,submitted_code|fev1_stable_pct_predicted|submitted_suffix_meaning|expected_suffix|expected_code,SRC-AT-DOC-2026:p.34,RC-001-02,CASE-001,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-001-03,QUESTIONBASE-0.1,VQ-001,code,J44.01,classified,incorrect,RULE-EVID-01,PAT-EVID-01,case_evidence_conflict,J44.02,submitted_code|fev1_stable_pct_predicted|submitted_suffix_meaning|expected_suffix|expected_code,SRC-AT-DOC-2026:p.34,RC-001-03,CASE-001,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-001-04,QUESTIONBASE-0.1,VQ-001,code,J44.02,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,"SRC-AT-DOC-2026:pp.26,34; SRC-AT-DIAGLIST-2026:row 3887",RC-001-04,CASE-001,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-001-05,QUESTIONBASE-0.1,VQ-001,code,J44.03,classified,incorrect,RULE-EVID-01,PAT-EVID-01,case_evidence_conflict,J44.02,submitted_code|fev1_stable_pct_predicted|submitted_suffix_meaning|expected_suffix|expected_code,SRC-AT-DOC-2026:p.34,RC-001-05,CASE-001,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-001-06,QUESTIONBASE-0.1,VQ-001,code,J44.09,classified,suboptimal,RULE-SPEC-01,PAT-SPEC-01,supported_specificity_not_used,J44.02,submitted_code|fev1_stable_pct_predicted|expected_code|improvement_direction,"SRC-AT-DOC-2026:pp.26,34",RC-001-06,CASE-001,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-002-01,QUESTIONBASE-0.1,VQ-002,code,J44.1,classified,incorrect,RULE-DEPTH-01,PAT-DEPTH-01,mandatory_coding_depth_not_met,,submitted_code|required_coding_level,"SRC-AT-DOC-2026:pp.12,26",RC-002-01,CASE-002,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-002-02,QUESTIONBASE-0.1,VQ-002,code,J44.10,classified,incorrect,RULE-EVID-01,PAT-EVID-01,case_evidence_conflict,J44.12,submitted_code|fev1_stable_pct_predicted|submitted_suffix_meaning|expected_suffix|expected_code,SRC-AT-DOC-2026:p.34,RC-002-02,CASE-002,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-002-03,QUESTIONBASE-0.1,VQ-002,code,J44.11,classified,incorrect,RULE-EVID-01,PAT-EVID-01,case_evidence_conflict,J44.12,submitted_code|fev1_stable_pct_predicted|submitted_suffix_meaning|expected_suffix|expected_code,SRC-AT-DOC-2026:p.34,RC-002-03,CASE-002,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-002-04,QUESTIONBASE-0.1,VQ-002,code,J44.12,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,"SRC-AT-DOC-2026:pp.26,34; SRC-AT-DIAGLIST-2026:row 3893",RC-002-04,CASE-002,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-002-05,QUESTIONBASE-0.1,VQ-002,code,J44.13,classified,incorrect,RULE-EVID-01,PAT-EVID-01,case_evidence_conflict,J44.12,submitted_code|fev1_stable_pct_predicted|submitted_suffix_meaning|expected_suffix|expected_code,SRC-AT-DOC-2026:p.34,RC-002-05,CASE-002,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-002-06,QUESTIONBASE-0.1,VQ-002,code,J44.19,classified,suboptimal,RULE-SPEC-01,PAT-SPEC-01,supported_specificity_not_used,J44.12,submitted_code|fev1_stable_pct_predicted|expected_code|improvement_direction,"SRC-AT-DOC-2026:pp.26,34",RC-002-06,CASE-002,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-003-01,QUESTIONBASE-0.1,VQ-003,code,Z01.6,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,"SRC-AT-DOC-2026:pp.18,22; SRC-AT-DIAGLIST-2026:row 12683",RC-003-01,CASE-003,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-004-01,QUESTIONBASE-0.1,VQ-004,code,Z01.6,classified,incorrect,RULE-STATUS-01,PAT-STATUS-01,context_status_incompatibility,,submitted_code|marker|diagnosis_role|encounter_setting|restriction,"SRC-AT-DOC-2026:pp.10-11,18; SRC-AT-DIAGLIST-2026:row 12683",RC-004-01,CASE-004,exact_semantic_carry_forward_from_rcbase_0_1
RCBASE-0.3,RC-005-01,QUESTIONBASE-0.1,VQ-005,code,J44.00,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,"SRC-AT-DOC-2026:pp.26,34; SRC-AT-DIAGLIST-2026:row 3885",RC-005-01,CASE-005,reconstructed_from_implementation_documentation_human_oracle_audit_confirmed_via_rule_replay
RCBASE-0.3,RC-006-01,QUESTIONBASE-0.1,VQ-006,code,J44.11,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,"SRC-AT-DOC-2026:pp.26,34; SRC-AT-DIAGLIST-2026:row 3892",RC-006-01,CASE-006,reconstructed_from_implementation_documentation_human_oracle_audit_confirmed_via_rule_replay
RCBASE-0.3,RC-007-01,QUESTIONBASE-0.1,VQ-007,code,J44.03,classified,correct,RULE-CORRECT-01,,accepted_response,,accepted_code,"SRC-AT-DOC-2026:pp.26,34; SRC-AT-DIAGLIST-2026:row 3888",RC-007-01,CASE-007,reconstructed_from_implementation_documentation_human_oracle_audit_confirmed_via_rule_replay
RCBASE-0.3,RC-008-01,QUESTIONBASE-0.1,VQ-008,code,Z01.6,classified,incorrect,RULE-STATUS-01,PAT-STATUS-01,context_status_incompatibility,,submitted_code|marker|diagnosis_role|encounter_setting|restriction,"SRC-AT-DOC-2026:pp.10-11,18; SRC-AT-DIAGLIST-2026:row 12683",RC-008-01,CASE-008,reconstructed_from_implementation_documentation_human_oracle_audit_confirmed_via_rule_replay
